,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence."
260,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.5,3.3333333333333335,2.5
261,4.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,4.166666666666667,4.166666666666667
262,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
263,4.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
264,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
265,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,4.166666666666667,5.0
266,3.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
267,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
268,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6666666666666667,2.5,3.3333333333333335
269,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.166666666666667,4.166666666666667,3.3333333333333335
270,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.3333333333333335,3.3333333333333335,4.166666666666667
271,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
272,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
273,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,4.166666666666667,0.8333333333333334,4.166666666666667
274,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,1.6666666666666667,2.5
275,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
276,3.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,3.3333333333333335
277,5.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
278,5.0,5.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,1.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
279,5.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
280,4.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0
281,3.0,1.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,5.0,4.166666666666667,3.3333333333333335,5.0
282,3.0,4.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
283,3.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
284,1.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,2.0,3.0,5.0,4.166666666666667,3.3333333333333335
285,3.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
286,2.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0
287,2.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
288,4.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0
289,4.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.166666666666667
290,2.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
291,4.0,2.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0,3.3333333333333335,4.166666666666667,4.166666666666667
292,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.3333333333333335,2.5
293,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
294,3.0,5.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,2.5,2.5,1.6666666666666667
295,4.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
296,4.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,4.166666666666667,4.166666666666667,3.3333333333333335
297,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,2.5
298,2.0,3.0,5.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,5.0,2.5,3.3333333333333335,2.5
299,2.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
300,4.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
301,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
302,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0
303,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
304,5.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,4.166666666666667,4.166666666666667,3.3333333333333335
305,4.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0,4.0,5.0,4.166666666666667,5.0
306,5.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,4.166666666666667,4.166666666666667,3.3333333333333335
307,2.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,2.5,1.6666666666666667,1.6666666666666667
308,5.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,2.5,3.3333333333333335,2.5
309,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
311,3.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,4.166666666666667,4.166666666666667,3.3333333333333335
312,5.0,2.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0
313,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
314,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.3333333333333335,4.166666666666667,3.3333333333333335
315,3.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,5.0,4.166666666666667,2.5,2.5
316,3.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
317,4.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.166666666666667,1.6666666666666667,3.3333333333333335
318,2.0,2.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
319,5.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,5.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
320,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
321,2.0,5.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,5.0,3.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
322,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
323,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.3333333333333335,0.8333333333333334,2.5
325,4.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
326,4.0,5.0,2.0,3.0,5.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
327,2.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,4.0,5.0,4.166666666666667,5.0
328,4.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,3.0,5.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
329,4.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0
330,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
331,3.0,2.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
332,4.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,4.166666666666667,3.3333333333333335,3.3333333333333335
333,3.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
334,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
335,4.0,3.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,4.166666666666667,4.166666666666667
336,5.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
337,2.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,4.166666666666667
338,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,1.6666666666666667,5.0
339,1.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,1.0,4.166666666666667,4.166666666666667,4.166666666666667
340,2.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,5.0,4.166666666666667,1.6666666666666667,4.166666666666667
341,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
342,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
343,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
344,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,5.0,5.0,3.3333333333333335
345,5.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
346,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,0.8333333333333334,4.166666666666667,1.6666666666666667
347,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
348,4.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,0.8333333333333334,5.0
349,3.0,2.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,4.166666666666667,2.5,2.5
350,3.0,5.0,4.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.166666666666667,4.166666666666667,4.166666666666667
351,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
352,2.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,1.6666666666666667,3.3333333333333335,2.5
353,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.3333333333333335,2.5,3.3333333333333335
354,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,4.166666666666667
355,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.3333333333333335,2.5,3.3333333333333335
356,5.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,4.166666666666667,5.0
357,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.5
358,3.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
359,3.0,3.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
360,4.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0
361,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.166666666666667,4.166666666666667,4.166666666666667
362,4.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,4.166666666666667,1.6666666666666667,4.166666666666667
363,2.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.166666666666667,1.6666666666666667,4.166666666666667
364,4.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,3.3333333333333335,3.3333333333333335,4.166666666666667
365,4.0,3.0,2.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
366,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.5,2.5,2.5
367,4.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.166666666666667
368,3.0,3.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,2.0,2.0,2.5,3.3333333333333335,1.6666666666666667
369,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
370,4.0,2.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,4.0,5.0,3.3333333333333335,4.166666666666667
371,4.0,2.0,1.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
372,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
373,3.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,5.0,4.166666666666667,4.166666666666667,4.166666666666667
374,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,4.166666666666667,5.0
375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
376,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.166666666666667,4.166666666666667,4.166666666666667
377,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.5,3.3333333333333335,2.5
378,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,2.5,4.166666666666667,2.5
379,1.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,4.166666666666667,3.3333333333333335,3.3333333333333335
380,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.166666666666667,3.3333333333333335,4.166666666666667
381,1.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0
382,5.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,4.166666666666667,5.0
383,4.0,3.0,2.0,5.0,5.0,1.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,4.0,5.0,4.166666666666667,3.3333333333333335
384,4.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0
385,5.0,3.0,1.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,5.0,4.0,4.0,5.0,4.166666666666667,5.0,4.166666666666667
386,3.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,5.0,4.166666666666667,4.166666666666667,2.5
387,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,1.6666666666666667,4.166666666666667
